Dataset,Model,Metric,Best Score,Mean Score,Best Params
RF_KM_C,RF,precision,0.98125,0.9796875,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_C,RF,accuracy,0.9833333333333334,0.9825,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_C,RF,f1-score,0.9831797235023041,0.9823732718894009,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_C,RF,roc_auc,1.0,0.9998888888888888,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_C,XGB,precision,0.9875,0.9794791666666667,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_C,XGB,accuracy,0.99,0.9834139784946238,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_C,XGB,f1-score,0.9901001112347052,0.983652206154987,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_C,XGB,roc_auc,0.9986666666666666,0.9972222222222221,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_C,XGBRF,precision,0.9875,0.9858333333333333,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_C,XGBRF,accuracy,0.99,0.986720430107527,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_C,XGBRF,f1-score,0.9901001112347052,0.9867589649875523,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_C,XGBRF,roc_auc,0.9982222222222221,0.9975555555555554,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_NN,DT,precision,0.9875,0.9778623949579832,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_NN,DT,accuracy,0.99,0.9833333333333333,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_NN,DT,f1-score,0.9901001112347052,0.9834764321468299,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_NN,DT,roc_auc,0.9955555555555555,0.9887222222222223,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 8}"
RF_KM_NN,RF,precision,0.9757352941176471,0.9757352941176471,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_NN,RF,accuracy,0.9800000000000001,0.9800000000000001,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_NN,RF,f1-score,0.9801555299539171,0.9801555299539171,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_NN,RF,roc_auc,0.9968888888888889,0.9968333333333333,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_NN,XGB,precision,0.9870833333333333,0.9756994047619048,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_NN,XGB,accuracy,0.9866666666666667,0.976747311827957,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_NN,XGB,f1-score,0.9866592510196515,0.9767593622543567,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_NN,XGB,roc_auc,0.9964444444444445,0.9954999999999999,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_NN,XGBRF,precision,0.9875,0.9855208333333334,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
RF_KM_NN,XGBRF,accuracy,0.9866666666666667,0.9850268817204302,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_NN,XGBRF,f1-score,0.9866592510196515,0.9849847714391653,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_NN,XGBRF,roc_auc,0.9955555555555555,0.9955555555555555,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_COS,DT,precision,0.9870833333333333,0.9805707282913165,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_COS,DT,accuracy,0.9866666666666667,0.9800000000000002,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_COS,DT,f1-score,0.9866592510196515,0.979924337226548,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_COS,DT,roc_auc,0.9922222222222222,0.9853888888888889,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 8}"
RF_KM_COS,RF,precision,0.98125,0.9796874999999999,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_COS,RF,accuracy,0.9833333333333334,0.9816666666666667,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_COS,RF,f1-score,0.9831797235023041,0.9813812083973374,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_COS,RF,roc_auc,0.9986666666666666,0.9983333333333333,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
RF_KM_COS,XGB,precision,0.9875,0.9744791666666668,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_COS,XGB,accuracy,0.99,0.979247311827957,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_COS,XGB,f1-score,0.9901001112347052,0.9793474230626622,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_COS,XGB,roc_auc,0.9973333333333333,0.9963333333333333,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_COS,XGBRF,precision,0.9875,0.980922619047619,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_COS,XGBRF,accuracy,0.99,0.9858333333333333,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_COS,XGBRF,f1-score,0.9901001112347052,0.9859584723767147,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_COS,XGBRF,roc_auc,0.9973333333333333,0.9968888888888888,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_COS_MAHA,DT,precision,0.99375,0.9808035714285714,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_COS_MAHA,DT,accuracy,0.9933333333333334,0.9833870967741936,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_COS_MAHA,DT,f1-score,0.9933259176863182,0.9834260289210234,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_COS_MAHA,DT,roc_auc,0.9957777777777779,0.9913333333333334,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 8}"
RF_KM_COS_MAHA,RF,precision,0.98125,0.9810416666666666,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
RF_KM_COS_MAHA,RF,accuracy,0.9833333333333334,0.9816666666666667,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
RF_KM_COS_MAHA,RF,f1-score,0.9831797235023041,0.9814592933947772,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
RF_KM_COS_MAHA,RF,roc_auc,0.9982222222222223,0.998,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
RF_KM_COS_MAHA,XGB,precision,0.9875,0.9741666666666667,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_COS_MAHA,XGB,accuracy,0.99,0.9791666666666667,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_COS_MAHA,XGB,f1-score,0.9901001112347052,0.9793529847979237,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_COS_MAHA,XGB,roc_auc,0.998,0.9966666666666666,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_COS_MAHA,XGBRF,precision,0.9875,0.9840625000000001,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_COS_MAHA,XGBRF,accuracy,0.99,0.9875,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_COS_MAHA,XGBRF,f1-score,0.9901001112347052,0.9876307007786429,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_COS_MAHA,XGBRF,roc_auc,0.9977777777777778,0.9975555555555556,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_HDBSCAN_NN,DT,precision,0.99375,0.99375,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
RF_HDBSCAN_NN,DT,accuracy,0.9933333333333334,0.9900537634408603,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
RF_HDBSCAN_NN,DT,f1-score,0.9933259176863182,0.9899888765294771,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
RF_HDBSCAN_NN,DT,roc_auc,0.9933333333333334,0.993013888888889,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
RF_HDBSCAN_NN,RF,precision,0.98125,0.9798713235294119,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_HDBSCAN_NN,RF,accuracy,0.9634408602150538,0.9617741935483871,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_HDBSCAN_NN,RF,f1-score,0.9603785782873657,0.9584686837464229,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_HDBSCAN_NN,RF,roc_auc,0.9997777777777778,0.9991111111111112,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
RF_HDBSCAN_NN,XGB,precision,0.9875,0.9841666666666666,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
RF_HDBSCAN_NN,XGB,accuracy,0.9901075268817203,0.9876075268817204,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_HDBSCAN_NN,XGB,f1-score,0.9901001112347052,0.9875672705122094,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_HDBSCAN_NN,XGB,roc_auc,0.9968888888888887,0.9958333333333333,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_HDBSCAN_NN,XGBRF,precision,0.9875,0.9875,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_HDBSCAN_NN,XGBRF,accuracy,0.9901075268817203,0.9867741935483871,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_HDBSCAN_NN,XGBRF,f1-score,0.9901001112347052,0.9865286826632766,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_HDBSCAN_NN,XGBRF,roc_auc,0.9977777777777778,0.9965555555555556,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_HDBSCAN_COS,DT,precision,0.99375,0.990625,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 4}"
RF_HDBSCAN_COS,DT,accuracy,0.99,0.9883333333333334,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
RF_HDBSCAN_COS,DT,f1-score,0.9901001112347052,0.9882647385984427,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
RF_HDBSCAN_COS,DT,roc_auc,0.9931111111111111,0.9915555555555555,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 4}"
RF_HDBSCAN_COS,RF,precision,0.98125,0.98125,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_HDBSCAN_COS,RF,accuracy,0.9667741935483871,0.9642741935483872,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
RF_HDBSCAN_COS,RF,f1-score,0.96465208256087,0.9614469543557418,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
RF_HDBSCAN_COS,RF,roc_auc,0.9991111111111112,0.998611111111111,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_HDBSCAN_COS,XGB,precision,0.9875,0.9841666666666666,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
RF_HDBSCAN_COS,XGB,accuracy,0.9901075268817203,0.9876075268817204,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
RF_HDBSCAN_COS,XGB,f1-score,0.9901001112347052,0.9875672705122094,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
RF_HDBSCAN_COS,XGB,roc_auc,0.9973333333333333,0.9960590277777778,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_HDBSCAN_COS,XGBRF,precision,0.9875,0.9875,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_HDBSCAN_COS,XGBRF,accuracy,0.986774193548387,0.9834408602150537,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_HDBSCAN_COS,XGBRF,f1-score,0.9864055299539171,0.9828272595653019,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_HDBSCAN_COS,XGBRF,roc_auc,0.9973333333333333,0.9966666666666667,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_SCAN_NN,DT,precision,0.99375,0.9920833333333333,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
RF_KM_SCAN_NN,DT,accuracy,0.99,0.9875,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
RF_KM_SCAN_NN,DT,f1-score,0.98963133640553,0.9872257534827056,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
RF_KM_SCAN_NN,DT,roc_auc,0.9931111111111111,0.9915555555555555,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 4}"
RF_KM_SCAN_NN,RF,precision,0.98125,0.9765625,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
RF_KM_SCAN_NN,RF,accuracy,0.9801075268817204,0.976774193548387,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
RF_KM_SCAN_NN,RF,f1-score,0.9797314476402352,0.9761900347829158,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
RF_KM_SCAN_NN,RF,roc_auc,1.0,0.9993333333333333,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_SCAN_NN,XGB,precision,0.9875,0.9841666666666666,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_SCAN_NN,XGB,accuracy,0.9901075268817203,0.9884408602150536,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_SCAN_NN,XGB,f1-score,0.9901001112347052,0.9884909158324064,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_SCAN_NN,XGB,roc_auc,0.9977777777777778,0.9966111111111111,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_SCAN_NN,XGBRF,precision,0.9875,0.9875,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_SCAN_NN,XGBRF,accuracy,0.9901075268817203,0.9876075268817204,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_SCAN_NN,XGBRF,f1-score,0.9901001112347052,0.9873291752741141,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_SCAN_NN,XGBRF,roc_auc,0.9977777777777778,0.9958055555555555,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_SCAN_COS,DT,precision,0.99375,0.99375,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
RF_KM_SCAN_COS,DT,accuracy,0.9933333333333334,0.9900000000000001,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
RF_KM_SCAN_COS,DT,f1-score,0.9933259176863182,0.9898776418242492,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
RF_KM_SCAN_COS,DT,roc_auc,0.9933333333333334,0.9932222222222222,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
RF_KM_SCAN_COS,RF,precision,0.98125,0.9784926470588236,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_SCAN_COS,RF,accuracy,0.983440860215054,0.9818279569892474,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_SCAN_COS,RF,f1-score,0.9831797235023041,0.9816676267281106,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_SCAN_COS,RF,roc_auc,0.9991111111111112,0.9991111111111112,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_SCAN_COS,XGB,precision,0.9875,0.9841666666666666,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_SCAN_COS,XGB,accuracy,0.9901075268817203,0.9876075268817204,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_SCAN_COS,XGB,f1-score,0.9901001112347052,0.9875672705122094,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_SCAN_COS,XGB,roc_auc,0.9986944444444443,0.9965347222222223,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_SCAN_COS,XGBRF,precision,0.9875,0.9875,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_SCAN_COS,XGBRF,accuracy,0.9901075268817203,0.9876075268817204,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_SCAN_COS,XGBRF,f1-score,0.9901001112347052,0.9873291752741141,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_SCAN_COS,XGBRF,roc_auc,0.99825,0.997361111111111,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
RF_KM_SCAN_COS_MAHA,DT,precision,0.9875,0.9823660714285714,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_SCAN_COS_MAHA,DT,accuracy,0.9833333333333334,0.9791666666666667,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_SCAN_COS_MAHA,DT,f1-score,0.9829572540918481,0.978702526616876,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
RF_KM_SCAN_COS_MAHA,DT,roc_auc,0.9924444444444444,0.9853888888888889,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 8}"
RF_KM_SCAN_COS_MAHA,RF,precision,0.98125,0.9780208333333333,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
RF_KM_SCAN_COS_MAHA,RF,accuracy,0.9866666666666667,0.9808333333333334,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
RF_KM_SCAN_COS_MAHA,RF,f1-score,0.9868743047830921,0.9807681815774141,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
RF_KM_SCAN_COS_MAHA,RF,roc_auc,1.0,0.9991111111111112,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
RF_KM_SCAN_COS_MAHA,XGB,precision,0.9808333333333333,0.9730208333333334,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_SCAN_COS_MAHA,XGB,accuracy,0.9866666666666667,0.9825000000000002,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_SCAN_COS_MAHA,XGB,f1-score,0.9868817204301076,0.9828494623655915,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
RF_KM_SCAN_COS_MAHA,XGB,roc_auc,0.9977777777777778,0.9966111111111111,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.01}"
RF_KM_SCAN_COS_MAHA,XGBRF,precision,0.9875,0.9823809523809524,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
RF_KM_SCAN_COS_MAHA,XGBRF,accuracy,0.99,0.9866666666666668,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
RF_KM_SCAN_COS_MAHA,XGBRF,f1-score,0.9901001112347052,0.9867667779013718,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
RF_KM_SCAN_COS_MAHA,XGBRF,roc_auc,0.9977777777777778,0.9967777777777778,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
XGB,DT,precision,0.9833333333333334,0.9708333333333334,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
XGB,DT,accuracy,0.9744736842105264,0.9669736842105263,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
XGB,DT,f1-score,0.9373376623376624,0.9206709956709958,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
XGB,DT,roc_auc,0.9656666666666667,0.9586666666666666,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 4}"
XGB,RF,precision,0.93,0.92125,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
XGB,RF,accuracy,0.9444736842105262,0.9380263157894738,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
XGB,RF,f1-score,0.8701154401154401,0.8512463924963927,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
XGB,RF,roc_auc,0.9873333333333333,0.985375,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
XGB,XGB,precision,0.9666666666666668,0.9516666666666669,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
XGB,XGB,accuracy,0.9794736842105264,0.9716447368421054,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
XGB,XGB,f1-score,0.9532467532467532,0.9326118326118327,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
XGB,XGB,roc_auc,0.9960000000000001,0.9948333333333335,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
XGB,XGBRF,precision,0.9466666666666669,0.9458333333333334,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
XGB,XGBRF,accuracy,0.9689473684210528,0.9676973684210528,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
XGB,XGBRF,f1-score,0.9230880230880232,0.9203607503607505,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
XGB,XGBRF,roc_auc,0.9960000000000001,0.99475,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
XGB_KM_C,DT,precision,0.9753676470588235,0.9745290616246499,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
XGB_KM_C,DT,accuracy,0.9801075268817204,0.9701881720430108,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 4}"
XGB_KM_C,DT,f1-score,0.9803957258907203,0.9699960845142992,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 4}"
XGB_KM_C,DT,roc_auc,0.9800000000000001,0.9724375000000001,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 4}"
XGB_KM_C,RF,precision,0.98125,0.9759873949579833,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
XGB_KM_C,RF,accuracy,0.9766666666666668,0.9716666666666669,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
XGB_KM_C,RF,f1-score,0.9762831717781661,0.9713454930081042,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
XGB_KM_C,RF,roc_auc,0.9991111111111112,0.9985555555555556,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
XGB_KM_C,XGB,precision,0.9753676470588235,0.9657598039215687,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
XGB_KM_C,XGB,accuracy,0.9801075268817204,0.9743279569892473,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
XGB_KM_C,XGB,f1-score,0.9801494204720012,0.9746296134112458,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
XGB_KM_C,XGB,roc_auc,0.9986666666666666,0.9964652777777778,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
XGB_KM_C,XGBRF,precision,0.9753676470588235,0.9751593137254901,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
XGB_KM_C,XGBRF,accuracy,0.9767741935483872,0.9742741935483872,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
XGB_KM_C,XGBRF,f1-score,0.9767011446099323,0.9740570691822084,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
XGB_KM_C,XGBRF,roc_auc,0.9982222222222223,0.9982222222222223,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
XGB_KM_NN,DT,precision,0.987450980392157,0.9681652661064426,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
XGB_KM_NN,DT,accuracy,0.983440860215054,0.9711021505376345,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
XGB_KM_NN,DT,f1-score,0.9834064785788925,0.9714323996359592,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
XGB_KM_NN,DT,roc_auc,0.9857777777777776,0.9825347222222223,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 8}"
XGB_KM_NN,RF,precision,0.9753676470588235,0.9726102941176471,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
XGB_KM_NN,RF,accuracy,0.9834408602150537,0.9801612903225807,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
XGB_KM_NN,RF,f1-score,0.9838440017527892,0.9806077670475613,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
XGB_KM_NN,RF,roc_auc,0.9995555555555555,0.9990625,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
